"key","selector","status","exit_code","nodes","states","generated","wall_seconds","stdout_path","stderr_path","solver_sha256","arguments","notes"
"path_2_9_1","path:2,9,1","ZERO","0","214300","15530","1585751","29.3831277","work/a2_solver/row1_partition_runs/row1_path_2_9_1_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_1_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,1 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_2","path:2,9,2","ZERO","0","1022087","57018","5407468","140.15789","work/a2_solver/row1_partition_runs/row1_path_2_9_2_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_2_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,2 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_3","path:2,9,3","ZERO","0","673311","42892","4248651","105.6069562","work/a2_solver/row1_partition_runs/row1_path_2_9_3_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_3_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,3 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_5","path:2,9,5","ZERO","0","476377","28840","2819365","69.5064721","work/a2_solver/row1_partition_runs/row1_path_2_9_5_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_5_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,5 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_4","path:2,9,4","ZERO","0","784196","43372","4087940","103.6182387","work/a2_solver/row1_partition_runs/row1_path_2_9_4_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_4_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,4 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_6","path:2,9,6","ZERO","0","644749","41553","4182198","91.2001848","work/a2_solver/row1_partition_runs/row1_path_2_9_6_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_6_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,6 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_7","path:2,9,7","ZERO","0","326857","22755","2299382","50.9194819","work/a2_solver/row1_partition_runs/row1_path_2_9_7_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_7_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,7 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_7","path:2,7","ZERO","0","9826432","840940","87166377","1726.5181286","work/a2_solver/row1_partition_runs/row1_path_2_7_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_7_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,7 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_8","path:2,9,8","ZERO","0","5356858","560261","59358677","1017.9929236","work/a2_solver/row1_partition_runs/row1_path_2_9_8_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_8_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,8 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_9","path:2,9,9","ZERO","0","7484806","661394","69217314","1256.5250637","work/a2_solver/row1_partition_runs/row1_path_2_9_9_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_9_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,9 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_8","path:2,8","ZERO","0","15191102","1613318","172754645","3021.2159458","work/a2_solver/row1_partition_runs/row1_path_2_8_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_8_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,8 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_10","path:2,9,10","ZERO","0","8110866","726575","75962853","1365.6533825","work/a2_solver/row1_partition_runs/row1_path_2_9_10_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_10_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,10 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_12","path:2,9,12","ZERO","0","503889","56174","5966401","78.5055491","work/a2_solver/row1_partition_runs/row1_path_2_9_12_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_12_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,12 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_0","path:2,9,15,0","ZERO","0","231188","14797","1519267","28.1047673","work/a2_solver/row1_partition_runs/row1_path_2_9_15_0_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_0_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,0 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_11","path:2,9,11","ZERO","0","5312338","500400","52495679","1825.5522798","work/a2_solver/row1_partition_runs/row1_path_2_9_11_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_11_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,11 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_1","path:2,9,15,1","ZERO","0","122433","8610","866392","13.3947457","work/a2_solver/row1_partition_runs/row1_path_2_9_15_1_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_1_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,1 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_2","path:2,9,15,2","ZERO","0","79476","6837","683961","9.9468947","work/a2_solver/row1_partition_runs/row1_path_2_9_15_2_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_2_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,2 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_4","path:2,9,15,4","ZERO","0","233057","15263","1520263","27.2040564","work/a2_solver/row1_partition_runs/row1_path_2_9_15_4_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_4_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,4 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_3","path:2,9,15,3","ZERO","0","672055","40152","3980313","73.3104495","work/a2_solver/row1_partition_runs/row1_path_2_9_15_3_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_3_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,3 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_5","path:2,9,15,5","ZERO","0","403435","28009","2867419","43.8231548","work/a2_solver/row1_partition_runs/row1_path_2_9_15_5_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_5_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,5 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_6","path:2,9,15,6","ZERO","0","470660","27512","2658134","48.5234872","work/a2_solver/row1_partition_runs/row1_path_2_9_15_6_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_6_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,6 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_7","path:2,9,15,7","ZERO","0","324802","21600","2097289","34.7580607","work/a2_solver/row1_partition_runs/row1_path_2_9_15_7_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_7_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,7 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_8","path:2,9,15,8","ZERO","0","162234","11670","1175324","19.8419173","work/a2_solver/row1_partition_runs/row1_path_2_9_15_8_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_8_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,8 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_9","path:2,9,15,9","ZERO","0","379991","25275","2578840","40.9661694","work/a2_solver/row1_partition_runs/row1_path_2_9_15_9_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_9_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,9 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_10","path:2,9,15,10","ZERO","0","148798","10545","1058267","15.4417916","work/a2_solver/row1_partition_runs/row1_path_2_9_15_10_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_10_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,10 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_11","path:2,9,15,11","ZERO","0","136645","10040","997042","12.5008906","work/a2_solver/row1_partition_runs/row1_path_2_9_15_11_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_11_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,11 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_12","path:2,9,15,12","ZERO","0","2373452","272713","28991405","419.2442844","work/a2_solver/row1_partition_runs/row1_path_2_9_15_12_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_12_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,12 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_13","path:2,9,15,13","ZERO","0","3311717","331408","34692155","554.8539423","work/a2_solver/row1_partition_runs/row1_path_2_9_15_13_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_13_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,13 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_13","path:2,9,13","ZERO","0","9830797","1135787","122128425","2805.6851973","work/a2_solver/row1_partition_runs/row1_path_2_9_13_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_13_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,13 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_14","path:2,9,14","ZERO","0","9104149","1028175","110642113","2748.0597072","work/a2_solver/row1_partition_runs/row1_path_2_9_14_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_14_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,14 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_16","path:2,9,15,16","ZERO","0","423801","49079","5274230","100.7458448","work/a2_solver/row1_partition_runs/row1_path_2_9_15_16_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_16_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,16 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_17","path:2,9,15,17","ZERO","0","462262","53465","5759620","98.522524","work/a2_solver/row1_partition_runs/row1_path_2_9_15_17_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_17_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,17 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_18","path:2,9,15,18","ZERO","0","424782","46101","4902875","87.2690539","work/a2_solver/row1_partition_runs/row1_path_2_9_15_18_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_18_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,18 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_14","path:2,9,15,14","ZERO","0","3412512","339994","35639105","676.0260785","work/a2_solver/row1_partition_runs/row1_path_2_9_15_14_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_14_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,14 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_15","path:2,9,15,15","ZERO","0","2764149","300791","31679412","578.9992806","work/a2_solver/row1_partition_runs/row1_path_2_9_15_15_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_15_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,15 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_22_0","path:2,9,15,22,0","ZERO","0","72739","5276","541004","10.1062628","work/a2_solver/row1_partition_runs/row1_path_2_9_15_22_0_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_22_0_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,22,0 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_22_1","path:2,9,15,22,1","ZERO","0","50600","3991","392112","7.0724016","work/a2_solver/row1_partition_runs/row1_path_2_9_15_22_1_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_22_1_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,22,1 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_22_2","path:2,9,15,22,2","ZERO","0","26022","2655","251216","4.2437379","work/a2_solver/row1_partition_runs/row1_path_2_9_15_22_2_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_22_2_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,22,2 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
"path_2_9_15_22_3","path:2,9,15,22,3","ZERO","0","24657","2937","284695","5.0041002","work/a2_solver/row1_partition_runs/row1_path_2_9_15_22_3_prod_20260816.stdout.txt","work/a2_solver/row1_partition_runs/row1_path_2_9_15_22_3_prod_20260816.stderr.txt","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","--mode g001_row1 --branch-path 2,9,15,22,3 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","uncapped; production exact-cover flags; stderr empty"
