claim_id	scope	declaration	kind	source
G015	distinct-port-ne-ten	LeechTrees.G015.graph_distinctPort_second_odd_q_ne_ten	theorem	LeechTrees/Expanded/Q2Bounds/G015SupportFactor.lean
G015	distinct-port-q-le-six	LeechTrees.G015.graph_distinctPort_second_odd_q_le_six	theorem	LeechTrees/Expanded/Q2Bounds/G015SupportFactor.lean
G015	distinct-port-q-le-six-ge-nine	LeechTrees.G015.graph_distinctPort_second_odd_q_le_six_of_nine_le	theorem	LeechTrees/Expanded/Q2Bounds/G015SupportFactor.lean
G015	actual-distinct-port-q-le-six	LeechTrees.G015.actual_two_odd_distinctPort_q_le_six	theorem	LeechTrees/Expanded/Q2Bounds/G015SupportFactor.lean
G015	actual-distinct-port-q-le-six-ge-nine	LeechTrees.G015.actual_two_odd_distinctPort_q_le_six_of_nine_le	theorem	LeechTrees/Expanded/Q2Bounds/G015SupportFactor.lean
G016	square-family	LeechTrees.G016.no_exactlyTwo_squareFamily	theorem	LeechTrees/Expanded/Q2Bounds/G016GlobalTwoOdd.lean
G016	square-plus-two-family	LeechTrees.G016.no_exactlyTwo_squarePlusTwoFamily	theorem	LeechTrees/Expanded/Q2Bounds/G016GlobalTwoOdd.lean
G016	order18	LeechTrees.G016.no_exactlyTwo_order18	theorem	LeechTrees/Expanded/Q2Bounds/G016GlobalTwoOdd.lean
G016	order36	LeechTrees.G016.no_exactlyTwo_order36	theorem	LeechTrees/Expanded/Q2Bounds/G016GlobalTwoOdd.lean
G016	interval-factor	LeechTrees.G016.CommonPortAdapter.actual_commonPort_intervalFactor	theorem	LeechTrees/Expanded/Q2Bounds/G016CommonPortAdapter.lean
G016	factor-consequences-ge38	LeechTrees.G016.CommonPortRankOne.actual_commonPort_factorConsequences_ge38	theorem	LeechTrees/Expanded/Q2Bounds/G016CommonPortRankOne.lean
G016	graph-bridge	LeechTrees.G016.CommonPortRankOne.actual_commonPortGraphBridge	theorem	LeechTrees/Expanded/Q2Bounds/G016CommonPortRankOne.lean
G016	impossible-ge38	LeechTrees.G016.CommonPortRankOne.commonPort_impossible_ge38	theorem	LeechTrees/Expanded/Q2Bounds/G016CommonPortRankOne.lean
G016	impossible-ge36	LeechTrees.G016.CommonPortRankOne.commonPort_impossible_ge36	theorem	LeechTrees/Expanded/Q2Bounds/G016CommonPortRankOne.lean
G016	no-common-port-ge36	LeechTrees.G016.CommonPortRankOne.no_commonPort_exactlyTwo_ge36	theorem	LeechTrees/Expanded/Q2Bounds/G016CommonPortRankOne.lean
G013	canonical-primary-cap	LeechTrees.OddQuotient.Q2Bounds.GraphProfiles.order18_canonical_actual_graph_primary_cap	theorem	LeechTrees/Expanded/Q2Bounds/Q2GraphProfiles.lean
G014	canonical-companion-cap	LeechTrees.OddQuotient.Q2Bounds.GraphProfiles.order18_canonical_actual_graph_companion_cap	theorem	LeechTrees/Expanded/Q2Bounds/Q2GraphProfiles.lean
G014	actual-equality-star	LeechTrees.OddQuotient.Q2Bounds.EqualityTruncation.order18_r15_actual_secondOddWeight_seven_star	theorem	LeechTrees/Expanded/Q2Bounds/Q2EqualityTruncation.lean
G014	literal-truncation	LeechTrees.OddQuotient.Q2Bounds.EqualityTruncation.unitRectangle_polynomial_congruent_mod_X_pow_t	theorem	LeechTrees/Expanded/Q2Bounds/Q2EqualityTruncation.lean
G008	bridge-square-lower	LeechTrees.OddCapacity.ActualComponentPair.bridge_sum_ge_square	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G008	bridge-distance-upper	LeechTrees.OddCapacity.ActualComponentPair.bridge_sum_le_pairDist	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G008	route-parity	LeechTrees.OddCapacity.ActualComponentPair.pairDist_mod_two	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G008	quotient-diameter	LeechTrees.OddCapacity.ActualComponentPair.quotient_distance_le_twelve	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G008	order18-capacity	LeechTrees.OddCapacity.ActualComponentPair.order18_distance_capacity	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G008	length-twelve-boundary	LeechTrees.OddCapacity.ActualComponentPair.length_twelve_contains_weight_one	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-tree	LeechTrees.OddCapacity.ArchivedOrder6.tree	def	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-is-leech	LeechTrees.OddCapacity.ArchivedOrder6.isLeech	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-full-spectrum	LeechTrees.OddCapacity.ArchivedOrder6.fullSpectrum	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-physical-weights	LeechTrees.OddCapacity.ArchivedOrder6.physicalWeights_eq	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-odd-physical-weights	LeechTrees.OddCapacity.ArchivedOrder6.oddPhysicalWeights_eq	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-q2-bridge	LeechTrees.OddCapacity.ArchivedOrder6.q2Bridge_is_second_odd_physical_rank	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-color-parity	LeechTrees.OddCapacity.ArchivedOrder6.sameOddQuotientColor_iff_even_pairDist	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-cross-pairs	LeechTrees.OddCapacity.ArchivedOrder6.sameColorCrossPairs	def	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-cross-pairs-equality	LeechTrees.OddCapacity.ArchivedOrder6.sameColorCrossPairs_eq	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-cross-distances	LeechTrees.OddCapacity.ArchivedOrder6.sameColorCrossDistances_eq	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G024	a-refutation	LeechTrees.OddCapacity.archived_order6_refutes_reversed_below_q2	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G008	rooted-merge	LeechTrees.SignedMomentMerge.mergedRootedSignedMoment_eq	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G008	pair-merge	LeechTrees.SignedMomentMerge.mergedPairSignedMoment_eq	theorem	LeechTrees/Expanded/RankParity/OddQuotientCapacityConsequences.lean
G002	physical-intersection	LeechTrees.RankParity.crossDistanceSpectrum_inter_physicalWeightSet	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G002	punctured-cap	LeechTrees.RankParity.physicalRank_punctured_cut_cap	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G002	punctured-equality	LeechTrees.RankParity.physicalRank_punctured_cut_cap_eq_iff	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G002	parity-rank-aware-cap	LeechTrees.RankParity.parityChannel_rankAware_cap	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G002	parity-rank-aware-equality	LeechTrees.RankParity.parityChannel_rankAware_eq_iff_exhausted	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G002	parity-coarse-cap	LeechTrees.RankParity.parityChannel_coarse_cap	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G002	parity-coarse-equality	LeechTrees.RankParity.parityChannel_coarse_eq_iff_exact_and_no_earlier_gap	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G003	signed-moment	LeechTrees.RankParity.order18_signed_first_moment	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G003	centered-moment	LeechTrees.RankParity.order18_centered_signed_first_moment	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G003	sign-reversed-moment	LeechTrees.RankParity.order18_sign_reversed_first_moment	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G003	outside-zero-four	LeechTrees.RankParity.order18_exists_imbalance_outside_zero_four	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G003	complement-invariance	LeechTrees.RankParity.outside_zero_four_complement_iff	theorem	LeechTrees/Expanded/RankParity/PhysicalRankPuncturing.lean
G009	joint-flow-iff	LeechTrees.SignedCutFlow.PosIntTreeAdapter.joint_signed_cut_flow_iff	theorem	LeechTrees/Expanded/RankParity/SignedCutFlow.lean
G009	order18-joint-flow-iff	LeechTrees.SignedCutFlow.PosIntTreeAdapter.leech_order18_joint_signed_cut_flow_iff	theorem	LeechTrees/Expanded/RankParity/SignedCutFlow.lean
G024	b-marginal-false-positive	LeechTrees.SignedCutFlow.rooted_eighteen_star_marginal_false_positive	theorem	LeechTrees/Expanded/RankParity/SignedCutFlow.lean
G010	positive-tripod-iff	LeechTrees.ThreePortMedian.positive_tripodDistanceList_nodup_iff	theorem	LeechTrees/Expanded/RankParity/ThreePortMedian.lean
G010	actual-positive-tripod	LeechTrees.ThreePortMedian.ActualPositiveTripod.actualDistanceList_nodup	theorem	LeechTrees/Expanded/RankParity/ThreePortMedian.lean
G010	zero-arm-rejection	LeechTrees.ThreePortMedian.zero_arm_sixDistanceList_not_nodup	theorem	LeechTrees/Expanded/RankParity/ThreePortMedian.lean
G010	positive-boundary-iff	LeechTrees.ThreePortMedian.positive_boundaryDistanceList_nodup_iff	theorem	LeechTrees/Expanded/RankParity/ThreePortMedian.lean
G010	actual-boundary	LeechTrees.ThreePortMedian.ActualBoundaryPath.arm_ne_and_actualDistanceList_nodup	theorem	LeechTrees/Expanded/RankParity/ThreePortMedian.lean
G012	odd-physical-puncture	LeechTrees.PathMulticut.oddCrossDistances_inter_physical_eq_empty	theorem	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
G012	odd-tail-subset	LeechTrees.PathMulticut.oddCrossDistances_subset_punctured_tail	theorem	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
G012	odd-blocks-disjoint	LeechTrees.PathMulticut.oddCrossDistances_disjoint	theorem	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
G012	odd-shared-tail-inequality	LeechTrees.PathMulticut.actual_odd_shared_tail_inequality	theorem	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
G012	formula-25	LeechTrees.PathMulticut.actual_odd_shared_tail_formula25	theorem	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
G012	ell-two	LeechTrees.PathMulticut.actual_odd_shared_tail_ell_two	theorem	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
G012	ell-three	LeechTrees.PathMulticut.actual_odd_shared_tail_ell_three	theorem	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
G012	strictness-graph	LeechTrees.PathMulticut.SharedTailStrictness.graph	def	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
G012	actual-strictness	LeechTrees.PathMulticut.SharedTailStrictness.actual_quotient_shared_tail_strictness	theorem	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
G012	abstract-strictness-wrapper	LeechTrees.PathMulticut.shared_tail_strictness_witness	theorem	LeechTrees/Expanded/PathMulticut/OddSharedTailHall.lean
