"profile_set","child","branch_path","configuration","status","exit_code","wall_seconds","nodes","frontier","solution_topologies","multi_cover","cover_validation_fail","solver_sha256","source_sha256","plan_sha256","fanout_sha256","arguments","result_line","stdout_path","stderr_path","done_path","started_local","ended_local"
"row1_split79_v1","15","2,9,15,22,15","baseline","FRONTIER","0","0.033303","996","831","0","off","not_applicable","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","134373D19AD4B1B1DFB30595F73BEABCEF30FA21C19B74A652669FB7705A72D9","3CAC29583013A86A5951CB85B846F634EFA9E5791C55D4A3D59EF9E65A68C316","BCFA8A6AE25CEB7CCEC9597C7ABBEE9FF924060F8400DD09E47EAB2A33D4D58E","--mode g001_row1 --branch-path 2,9,15,22,15 --stop-edges 12","RESULT mode=g001_row1 status=FRONTIER nodes=996 states=974 generated=7951 duplicate=0 collision=6878 range=0 parity=22 diameter=0 g002=0 cutlower=0 cutupper=0 late_t9a=0 solution_topologies=0 depth=3:1,4:1,5:1,6:1,7:1,8:1,9:5,10:16,11:117,12:852, root_valid=3 frontier=831 frontier_mex=19:597,25:163,26:41,27:23,29:4,30:1,31:2, frontier_odd=4:182,5:649, frontier_q3=11:831, child_max=3:3,4:10,5:16,6:23,7:31,8:5,9:6,10:17,11:29,","work/a2_solver/row1_profile_runs/row1_split79_v1.path_2_9_15_22_15.baseline.stdout.txt","work/a2_solver/row1_profile_runs/row1_split79_v1.path_2_9_15_22_15.baseline.stderr.txt","work/a2_solver/row1_profile_runs/row1_split79_v1.path_2_9_15_22_15.baseline.done.txt","2026-08-16T15:05:49.1575541-04:00","2026-08-16T15:05:49.1910180-04:00"
"row1_split79_v1","15","2,9,15,22,15","cover","FRONTIER","0","0.46461139999999995","994","495","0","on","0","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","134373D19AD4B1B1DFB30595F73BEABCEF30FA21C19B74A652669FB7705A72D9","3CAC29583013A86A5951CB85B846F634EFA9E5791C55D4A3D59EF9E65A68C316","BCFA8A6AE25CEB7CCEC9597C7ABBEE9FF924060F8400DD09E47EAB2A33D4D58E","--mode g001_row1 --branch-path 2,9,15,22,15 --stop-edges 12 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","RESULT mode=g001_row1 status=FRONTIER nodes=994 states=637 generated=7890 duplicate=0 collision=6819 range=0 parity=21 diameter=0 g002=0 cutlower=0 cutupper=0 late_t9a=0 solution_topologies=0 depth=3:1,4:1,5:1,6:1,7:1,8:1,9:5,10:16,11:117,12:850, root_valid=3 frontier=495 frontier_mex=19:383,25:78,26:22,27:10,29:1,31:1, frontier_odd=4:71,5:424, frontier_q3=11:495, multi_cover=on cover_checks=973 cover_skipped=6 cover_skipped_full=136 cover_local_slots=3044 cover_local_patterns=3059 cover_slots=10972 cover_patterns=40572 cover_candidates=2525411 cover_no_candidate=114 cover_hall_fail=0 cover_exact_calls=717 cover_exact_fail=222 cover_exact_pass=0 cover_exact_budget=495 cover_exact_cap=0 cover_exact_states=58480 cover_exact_hall_fail=0 cover_validation_fail=0 cover_shadow_reject=0 child_max=3:3,4:10,5:16,6:23,7:31,8:5,9:6,10:17,11:29,","work/a2_solver/row1_profile_runs/row1_split79_v1.path_2_9_15_22_15.cover.stdout.txt","work/a2_solver/row1_profile_runs/row1_split79_v1.path_2_9_15_22_15.cover.stderr.txt","work/a2_solver/row1_profile_runs/row1_split79_v1.path_2_9_15_22_15.cover.done.txt","2026-08-16T15:05:49.2353948-04:00","2026-08-16T15:05:49.7019487-04:00"
