"profile_set","child","branch_path","configuration","status","exit_code","wall_seconds","nodes","frontier","solution_topologies","multi_cover","cover_validation_fail","solver_sha256","source_sha256","plan_sha256","fanout_sha256","arguments","result_line","stdout_path","stderr_path","done_path","started_local","ended_local"
"row1_split49_v1","15","2,9,15,15","baseline","FRONTIER","0","0.9120532","92990","82499","0","off","not_applicable","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","134373D19AD4B1B1DFB30595F73BEABCEF30FA21C19B74A652669FB7705A72D9","7603A7D44363A8F4D299D0742AC09C44BF01CB2F63940508EE9C1402B8147750","D1B3B8EDCEDD8ABB248E3C34F5FF979BE1183FCE502B4B3C7CB937DA08C1D78B","--mode g001_row1 --branch-path 2,9,15,15 --stop-edges 12","RESULT mode=g001_row1 status=FRONTIER nodes=92990 states=92462 generated=648027 duplicate=0 collision=554990 range=0 parity=528 diameter=0 g002=0 cutlower=0 cutupper=0 late_t9a=0 solution_topologies=0 depth=3:1,4:1,5:1,6:1,7:1,8:10,9:104,10:988,11:8862,12:83021, root_valid=3 frontier=82499 frontier_mex=19:35865,20:9776,21:7101,22:10077,23:7964,24:4251,25:3009,26:1337,27:1662,28:565,29:475,30:132,31:97,32:79,33:83,34:13,35:11,38:2, frontier_odd=3:244,4:65209,5:15964,6:1082, frontier_q3=11:82499, child_max=3:3,4:10,5:16,6:23,7:10,8:25,9:33,10:43,11:61,","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_15.baseline.stdout.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_15.baseline.stderr.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_15.baseline.done.txt","2026-08-16T14:33:36.7215967-04:00","2026-08-16T14:33:37.6364599-04:00"
"row1_split49_v1","15","2,9,15,15","cover","FRONTIER","0","46.5318933","79676","35475","0","on","0","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","134373D19AD4B1B1DFB30595F73BEABCEF30FA21C19B74A652669FB7705A72D9","7603A7D44363A8F4D299D0742AC09C44BF01CB2F63940508EE9C1402B8147750","D1B3B8EDCEDD8ABB248E3C34F5FF979BE1183FCE502B4B3C7CB937DA08C1D78B","--mode g001_row1 --branch-path 2,9,15,15 --stop-edges 12 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","RESULT mode=g001_row1 status=FRONTIER nodes=79676 states=43347 generated=512569 duplicate=0 collision=432846 range=0 parity=513 diameter=0 g002=0 cutlower=0 cutupper=0 late_t9a=0 solution_topologies=0 depth=3:1,4:1,5:1,6:1,7:1,8:10,9:104,10:947,11:8127,12:70483, root_valid=3 frontier=35475 frontier_mex=19:17541,20:4379,21:2902,22:4495,23:2842,24:1354,25:973,26:382,27:368,28:77,29:88,30:25,31:25,32:14,33:8,34:1,35:1, frontier_odd=3:68,4:29584,5:5615,6:208, frontier_q3=11:35475, multi_cover=on cover_checks=79163 cover_skipped=15 cover_skipped_full=7857 cover_local_slots=174826 cover_local_patterns=174706 cover_slots=818413 cover_patterns=3284460 cover_candidates=211093575 cover_no_candidate=18666 cover_hall_fail=0 cover_exact_calls=52625 cover_exact_fail=17150 cover_exact_pass=0 cover_exact_budget=35475 cover_exact_cap=0 cover_exact_states=4102081 cover_exact_hall_fail=0 cover_validation_fail=0 cover_shadow_reject=0 child_max=3:3,4:10,5:16,6:23,7:10,8:25,9:33,10:43,11:61,","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_15.cover.stdout.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_15.cover.stderr.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_15.cover.done.txt","2026-08-16T14:33:37.6857511-04:00","2026-08-16T14:34:24.2181870-04:00"
