"profile_set","child","branch_path","configuration","status","exit_code","wall_seconds","nodes","frontier","solution_topologies","multi_cover","cover_validation_fail","solver_sha256","source_sha256","plan_sha256","fanout_sha256","arguments","result_line","stdout_path","stderr_path","done_path","started_local","ended_local"
"row1_split49_v1","2","2,9,15,2","baseline","FRONTIER","0","0.0668016","2086","1764","0","off","not_applicable","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","134373D19AD4B1B1DFB30595F73BEABCEF30FA21C19B74A652669FB7705A72D9","7603A7D44363A8F4D299D0742AC09C44BF01CB2F63940508EE9C1402B8147750","D1B3B8EDCEDD8ABB248E3C34F5FF979BE1183FCE502B4B3C7CB937DA08C1D78B","--mode g001_row1 --branch-path 2,9,15,2 --stop-edges 12","RESULT mode=g001_row1 status=FRONTIER nodes=2086 states=2069 generated=18594 duplicate=0 collision=16461 range=0 parity=17 diameter=0 g002=0 cutlower=0 cutupper=0 late_t9a=0 solution_topologies=0 depth=3:1,4:1,5:1,6:1,7:1,8:2,9:8,10:33,11:257,12:1781, root_valid=3 frontier=1764 frontier_mex=20:579,21:592,22:349,25:136,27:76,28:22,29:8,30:1,31:1, frontier_odd=4:1694,5:70, frontier_q3=11:1764, child_max=3:3,4:10,5:16,6:23,7:2,8:6,9:7,10:19,11:34,","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_02.baseline.stdout.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_02.baseline.stderr.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_02.baseline.done.txt","2026-08-16T14:28:26.5012530-04:00","2026-08-16T14:28:26.6177256-04:00"
"row1_split49_v1","2","2,9,15,2","cover","FRONTIER","0","1.3965212","1946","966","0","on","0","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","134373D19AD4B1B1DFB30595F73BEABCEF30FA21C19B74A652669FB7705A72D9","7603A7D44363A8F4D299D0742AC09C44BF01CB2F63940508EE9C1402B8147750","D1B3B8EDCEDD8ABB248E3C34F5FF979BE1183FCE502B4B3C7CB937DA08C1D78B","--mode g001_row1 --branch-path 2,9,15,2 --stop-edges 12 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","RESULT mode=g001_row1 status=FRONTIER nodes=1946 states=1242 generated=16689 duplicate=0 collision=14696 range=0 parity=17 diameter=0 g002=0 cutlower=0 cutupper=0 late_t9a=0 solution_topologies=0 depth=3:1,4:1,5:1,6:1,7:1,8:2,9:8,10:33,11:247,12:1651, root_valid=3 frontier=966 frontier_mex=20:368,21:327,22:165,25:65,27:32,28:7,29:1,31:1, frontier_odd=4:937,5:29, frontier_q3=11:966, multi_cover=on cover_checks=1929 cover_skipped=7 cover_skipped_full=269 cover_local_slots=6024 cover_local_patterns=6023 cover_slots=21362 cover_patterns=82659 cover_candidates=5241575 cover_no_candidate=255 cover_hall_fail=0 cover_exact_calls=1398 cover_exact_fail=432 cover_exact_pass=0 cover_exact_budget=966 cover_exact_cap=0 cover_exact_states=112872 cover_exact_hall_fail=0 cover_validation_fail=0 cover_shadow_reject=0 child_max=3:3,4:10,5:16,6:23,7:2,8:6,9:7,10:19,11:34,","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_02.cover.stdout.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_02.cover.stderr.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_02.cover.done.txt","2026-08-16T14:28:26.7033274-04:00","2026-08-16T14:28:28.1025522-04:00"
