"profile_set","child","branch_path","configuration","status","exit_code","wall_seconds","nodes","frontier","solution_topologies","multi_cover","cover_validation_fail","solver_sha256","source_sha256","plan_sha256","fanout_sha256","arguments","result_line","stdout_path","stderr_path","done_path","started_local","ended_local"
"row1_split49_v1","19","2,9,15,19","baseline","FRONTIER","0","3.1757476","181258","157873","0","off","not_applicable","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","134373D19AD4B1B1DFB30595F73BEABCEF30FA21C19B74A652669FB7705A72D9","7603A7D44363A8F4D299D0742AC09C44BF01CB2F63940508EE9C1402B8147750","D1B3B8EDCEDD8ABB248E3C34F5FF979BE1183FCE502B4B3C7CB937DA08C1D78B","--mode g001_row1 --branch-path 2,9,15,19 --stop-edges 12","RESULT mode=g001_row1 status=FRONTIER nodes=181258 states=178949 generated=1492195 duplicate=0 collision=1310890 range=0 parity=2309 diameter=0 g002=0 cutlower=0 cutupper=0 late_t9a=0 solution_topologies=0 depth=3:1,4:1,5:1,6:1,7:1,8:23,9:230,10:2105,11:18719,12:160176, root_valid=3 frontier=157873 frontier_mex=17:42997,18:8125,19:4145,20:38102,21:20510,22:16156,23:10543,24:8332,25:4746,26:1902,27:1012,28:376,29:273,30:236,31:125,32:180,33:25,34:21,35:49,36:15,37:3, frontier_odd=4:11773,5:100637,6:44924,7:539, frontier_q3=11:157873, child_max=3:3,4:10,5:16,6:23,7:23,8:31,9:41,10:53,11:68,","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_19.baseline.stdout.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_19.baseline.stderr.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_19.baseline.done.txt","2026-08-16T14:37:46.7159368-04:00","2026-08-16T14:37:49.9433150-04:00"
"row1_split49_v1","19","2,9,15,19","cover","FRONTIER","0","128.5883872","151516","73076","0","on","0","5F50BEC4D18947680EE170BF22AF747D1E74EA203E34E305EAE27768439B46AD","134373D19AD4B1B1DFB30595F73BEABCEF30FA21C19B74A652669FB7705A72D9","7603A7D44363A8F4D299D0742AC09C44BF01CB2F63940508EE9C1402B8147750","D1B3B8EDCEDD8ABB248E3C34F5FF979BE1183FCE502B4B3C7CB937DA08C1D78B","--mode g001_row1 --branch-path 2,9,15,19 --stop-edges 12 --multi-edge-cover --multi-edge-cover-no-hall --multi-edge-cover-max-components 6 --multi-edge-cover-budget 100 --multi-edge-cover-no-exact-hall","RESULT mode=g001_row1 status=FRONTIER nodes=151516 states=89014 generated=1140538 duplicate=0 collision=988975 range=0 parity=1927 diameter=0 g002=0 cutlower=0 cutupper=0 late_t9a=0 solution_topologies=0 depth=3:1,4:1,5:1,6:1,7:1,8:23,9:230,10:1968,11:16504,12:132786, root_valid=3 frontier=73076 frontier_mex=17:24805,18:4548,19:2639,20:19452,21:9532,22:5446,23:2955,24:2093,25:858,26:324,27:202,28:59,29:81,30:26,31:31,32:19,33:3,35:1,36:2, frontier_odd=4:3751,5:50943,6:18376,7:6, frontier_q3=11:73076, multi_cover=on cover_checks=149589 cover_skipped=28 cover_skipped_full=15910 cover_local_slots=352457 cover_local_patterns=350577 cover_slots=1590738 cover_patterns=6595346 cover_candidates=456562275 cover_no_candidate=30229 cover_hall_fail=0 cover_exact_calls=103422 cover_exact_fail=30346 cover_exact_pass=0 cover_exact_budget=73076 cover_exact_cap=0 cover_exact_states=8419371 cover_exact_hall_fail=0 cover_validation_fail=0 cover_shadow_reject=0 child_max=3:3,4:10,5:16,6:23,7:23,8:31,9:41,10:53,11:68,","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_19.cover.stdout.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_19.cover.stderr.txt","work/a2_solver/row1_profile_runs/row1_split49_v1.path_2_9_15_19.cover.done.txt","2026-08-16T14:37:50.0030329-04:00","2026-08-16T14:39:58.6315827-04:00"
